Applicant_ID,Applicant_Income,Coapplicant_Income,Employment_Status,Age,Marital_Status,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Loan_Purpose,Property_Area,Education_Level,Gender,Employer_Category,Loan_Approved
LP000201,45000,25900,Self-Employed,21,Married,2,539,0,0.391,6600,189600,237000,180,Personal,Semiurban,Postgraduate,Male,MNC,N
LP000202,50800,23300,Self-Employed,54,Married,0,611,0,0.306,45900,314400,262000,240,Home Improvement,Rural,Postgraduate,Female,Government,N
LP000203,69600,0,Self-Employed,35,Single,1,733,0,0.257,18100,0,178000,360,Home Purchase,Urban,Postgraduate,Male,Private Sector,Y
LP000204,68300,22400,Employed,64,Single,0,693,0,0.38,31300,265200,221000,240,Home Purchase,Urban,Graduate,Male,Private Sector,Y
LP000205,15900,26900,Business Owner,34,Single,3,774,1,0.359,88900,182400,152000,360,Home Purchase,Urban,Graduate,Female,Private Sector,Y
LP000206,20700,26300,Business Owner,49,Married,2,712,0,0.239,9100,0,101000,360,Business,Semiurban,Postgraduate,Female,PSU,N
LP000207,49500,0,Self-Employed,54,Single,2,602,0,0.462,12400,0,137000,180,Home Purchase,Semiurban,Graduate,Male,Private Sector,N
LP000208,49400,0,Employed,38,Married,2,616,0,0.349,11000,122400,102000,120,Home Purchase,Semiurban,Postgraduate,Female,PSU,N
LP000209,49500,0,Employed,27,Married,1,688,3,0.393,3200,112500,75000,360,Business,Urban,High School,Female,PSU,Y
LP000210,366500,0,Employed,49,Single,3,494,2,0.459,8600,1939200,1616000,120,Debt Consolidation,Semiurban,Graduate,Male,PSU,N
LP000211,51200,17800,Self-Employed,51,Married,2,813,0,0.322,36600,231600,193000,180,Business,Rural,Graduate,Male,Government,Y
LP000212,71800,11600,Employed,45,Married,3,715,0,0.352,24500,294400,368000,120,Home Improvement,Rural,Graduate,Female,PSU,Y
LP000213,64400,16600,Employed,58,Married,1,778,0,0.401,28400,187200,156000,360,Home Purchase,Rural,Postgraduate,Female,Private Sector,Y
LP000214,53700,12400,Business Owner,34,Single,0,553,1,0.248,9100,259200,216000,240,Education,Semiurban,Graduate,Male,Private Sector,N
LP000215,30100,12900,Business Owner,28,Single,1,779,0,0.325,10300,108000,90000,360,Home Purchase,Rural,Graduate,Male,Private Sector,Y
LP000216,57300,16800,Business Owner,47,Married,0,850,1,0.333,52200,0,287000,360,Debt Consolidation,Urban,Postgraduate,Male,Self-Employed,Y
LP000217,22800,12100,Employed,22,Single,1,574,1,0.224,8600,160800,134000,240,Home Improvement,Urban,Graduate,Female,Private Sector,N
LP000218,31500,0,Self-Employed,37,Married,1,741,2,0.552,20900,46400,58000,240,Home Purchase,Urban,Graduate,Male,Government,Y
LP000219,27100,0,Employed,57,Married,1,680,0,0.179,17300,92000,115000,180,Personal,Semiurban,Postgraduate,Male,Private Sector,Y
LP000220,38100,0,Employed,34,Single,0,556,2,0.19,39900,158000,79000,180,Debt Consolidation,Rural,Graduate,Female,Private Sector,N
LP000221,145600,18000,Employed,45,Single,0,719,2,0.451,34800,0,546000,180,Home Purchase,Urban,Postgraduate,Female,Private Sector,N
LP000222,11800,12000,Employed,50,Divorced,1,746,0,0.391,5900,84800,106000,180,Education,Semiurban,Postgraduate,Male,Self-Employed,Y
LP000223,54800,0,Employed,49,Married,3,631,1,0.217,5400,272400,227000,180,Debt Consolidation,Semiurban,Graduate,Male,Government,N
LP000224,13800,28800,Business Owner,40,Single,0,773,0,0.381,27400,279000,186000,180,Home Improvement,Rural,High School,Male,Self-Employed,Y
LP000225,27400,0,Employed,41,Married,1,546,0,0.467,11500,82800,69000,240,Debt Consolidation,Semiurban,Graduate,Male,MNC,N
LP000226,69800,12300,Self-Employed,42,Single,2,560,0,0.317,8700,178800,149000,360,Business,Rural,Doctorate,Female,PSU,Y
LP000227,37700,0,Employed,55,Married,1,690,1,0.58,34600,117000,78000,240,Home Purchase,Urban,Graduate,Female,Government,Y
LP000228,19000,0,Employed,57,Single,0,682,1,0.148,17600,45600,57000,360,Home Purchase,Urban,Graduate,Male,Government,Y
LP000229,23600,27300,Employed,36,Married,1,622,3,0.389,14400,157600,197000,240,Debt Consolidation,Semiurban,Graduate,Male,Government,N
LP000230,54600,0,Employed,63,Married,0,744,0,0.437,30900,84800,106000,240,Home Purchase,Urban,Graduate,Male,Government,Y
LP000231,23400,0,Employed,37,Married,3,722,3,0.409,11900,121500,81000,240,Home Improvement,Urban,Postgraduate,Female,Self-Employed,N
LP000232,41400,0,Employed,36,Married,0,748,0,0.3,58400,0,102000,180,Home Purchase,Semiurban,Postgraduate,Male,Government,Y
LP000233,37300,24800,Employed,22,Married,0,670,2,0.291,7900,125600,157000,180,Home Purchase,Semiurban,Postgraduate,Female,MNC,Y
LP000234,24600,9700,Employed,24,Single,0,728,0,0.364,27400,144000,120000,360,Home Purchase,Semiurban,Graduate,Female,MNC,Y
LP000235,131400,0,Employed,41,Married,0,644,0,0.402,45200,457200,381000,360,Home Improvement,Urban,Graduate,Male,Private Sector,N
LP000236,53100,20700,Business Owner,59,Married,2,844,2,0.38,6200,348000,290000,120,Business,Semiurban,Postgraduate,Female,MNC,Y
LP000237,10800,35600,Employed,54,Married,0,614,0,0.424,10400,109200,91000,180,Home Purchase,Urban,Graduate,Female,Private Sector,N
LP000238,40600,0,Self-Employed,50,Married,0,848,1,0.218,47100,0,157000,240,Debt Consolidation,Urban,Postgraduate,Female,Government,Y
LP000239,24400,0,Self-Employed,26,Married,1,682,1,0.297,38300,49200,41000,180,Home Purchase,Semiurban,Postgraduate,Female,MNC,Y
LP000240,60600,0,Contract,37,Married,0,569,1,0.226,11000,151200,126000,240,Home Improvement,Urban,Graduate,Male,PSU,Y
LP000241,22600,0,Business Owner,59,Married,0,789,1,0.281,9800,156000,78000,180,Home Purchase,Urban,Postgraduate,Male,Private Sector,Y
LP000242,33900,33500,Employed,45,Married,2,690,2,0.422,33000,219200,274000,240,Debt Consolidation,Semiurban,Postgraduate,Female,Private Sector,Y
LP000243,49200,0,Self-Employed,25,Married,2,748,0,0.331,42900,166500,111000,180,Home Improvement,Urban,Postgraduate,Female,Private Sector,Y
LP000244,61100,14100,Business Owner,25,Married,3,777,1,0.581,6800,224400,187000,240,Education,Rural,Graduate,Female,Private Sector,Y
LP000245,17700,27000,Employed,40,Married,2,707,2,0.339,6000,0,139000,120,Home Purchase,Semiurban,Graduate,Male,MNC,Y
LP000246,29700,0,Employed,36,Married,2,632,0,0.326,16900,75600,63000,240,Business,Rural,Graduate,Female,Self-Employed,N
LP000247,27300,22900,Employed,61,Married,0,758,0,0.331,27900,0,197000,360,Debt Consolidation,Urban,Graduate,Male,MNC,Y
LP000248,24500,0,Business Owner,57,Single,2,680,2,0.256,11900,188000,94000,240,Education,Semiurban,Graduate,Male,Self-Employed,Y
LP000249,104700,30600,Business Owner,60,Single,2,734,1,0.314,28100,393000,262000,360,Home Purchase,Urban,Postgraduate,Male,Private Sector,Y
LP000250,46300,71700,Employed,29,Single,2,507,1,0.433,6400,272800,341000,360,Home Purchase,Rural,Postgraduate,Male,Private Sector,N
LP000251,17000,21900,Employed,25,Married,1,715,0,0.331,2900,119200,149000,360,Education,Urban,Postgraduate,Male,Private Sector,Y
LP000252,63000,14000,Employed,62,Single,0,628,1,0.241,10000,154400,193000,360,Home Purchase,Urban,Graduate,Female,Self-Employed,N
LP000253,129700,0,Employed,22,Single,2,812,0,0.227,19000,352800,441000,360,Home Purchase,Rural,High School,Male,MNC,Y
LP000254,67500,7400,Unemployed,29,Single,2,729,1,0.275,13000,99200,124000,360,Home Purchase,Urban,Graduate,Male,MNC,Y
LP000255,14600,12700,Employed,63,Married,3,699,2,0.327,6200,72800,91000,120,Business,Urban,Postgraduate,Male,Private Sector,Y
LP000256,27200,14700,Employed,56,Married,0,718,0,0.439,3700,98400,82000,240,Home Purchase,Urban,High School,Male,Private Sector,Y
LP000257,77700,13900,Employed,42,Single,0,600,1,0.186,8900,0,366000,360,Business,Semiurban,Postgraduate,Female,PSU,N
LP000258,23800,19500,Self-Employed,42,Married,0,809,4,0.288,36900,166500,111000,360,Debt Consolidation,Urban,Doctorate,Male,Private Sector,Y
LP000259,47400,0,Employed,42,Married,2,839,1,0.334,51000,166500,111000,360,Home Purchase,Semiurban,Postgraduate,Male,MNC,Y
LP000260,57800,0,Self-Employed,54,Married,0,711,2,0.137,40900,279600,233000,360,Debt Consolidation,Urban,Graduate,Female,Private Sector,Y
LP000261,20800,18000,Employed,49,Married,0,807,1,0.237,9400,96000,64000,360,Home Purchase,Semiurban,Graduate,Female,Private Sector,Y
LP000262,35000,0,Employed,58,Married,3,634,2,0.252,5600,0,94000,360,Home Improvement,Semiurban,Graduate,Female,MNC,N
LP000263,5200,15300,Employed,53,Married,0,616,0,0.24,20400,0,54000,360,Home Improvement,Semiurban,Graduate,Female,Private Sector,N
LP000264,19600,19500,Employed,38,Married,2,683,0,0.339,25300,110400,92000,240,Debt Consolidation,Semiurban,Postgraduate,Female,MNC,Y
LP000265,31200,0,Employed,27,Married,0,714,0,0.304,21900,158400,132000,360,Home Purchase,Urban,Graduate,Male,MNC,Y
LP000266,17200,0,Contract,21,Married,2,648,1,0.264,2900,78000,65000,360,Home Improvement,Urban,Postgraduate,Female,Government,N
LP000267,96700,13000,Business Owner,53,Married,1,723,2,0.363,8000,279000,186000,360,Business,Urban,Graduate,Female,MNC,Y
LP000268,15400,0,Unemployed,21,Married,3,704,0,0.492,15300,112000,56000,360,Home Improvement,Semiurban,Graduate,Female,Government,Y
LP000269,27900,9200,Employed,44,Single,3,600,1,0.484,19700,136800,114000,240,Business,Semiurban,High School,Female,Private Sector,N
LP000270,39300,0,Contract,24,Single,0,721,2,0.128,29700,247500,165000,120,Home Purchase,Rural,Graduate,Female,MNC,Y
LP000271,86200,14200,Employed,24,Married,0,749,1,0.378,18700,0,245000,360,Education,Urban,Postgraduate,Male,Government,Y
LP000272,15300,0,Employed,38,Married,0,693,1,0.302,20100,0,49000,240,Home Purchase,Semiurban,Postgraduate,Male,Private Sector,Y
LP000273,73000,20600,Employed,47,Married,2,772,1,0.336,18400,337200,281000,180,Home Purchase,Semiurban,Graduate,Female,Self-Employed,Y
LP000274,36500,19900,Employed,63,Single,2,582,0,0.28,22400,200400,167000,180,Business,Semiurban,Graduate,Male,Government,N
LP000275,20200,27600,Self-Employed,52,Married,1,717,0,0.332,20500,164400,137000,360,Education,Rural,Graduate,Male,Self-Employed,Y
LP000276,47900,0,Employed,53,Married,1,586,4,0.335,13800,80800,101000,360,Home Improvement,Urban,Postgraduate,Female,Self-Employed,N
LP000277,40900,21900,Employed,48,Married,0,590,0,0.262,10600,284400,237000,360,Home Purchase,Urban,Postgraduate,Male,Private Sector,N
LP000278,25300,17100,Self-Employed,62,Married,2,629,0,0.23,14900,0,121000,360,Home Purchase,Semiurban,Graduate,Male,Government,N
LP000279,37900,0,Employed,61,Single,3,604,2,0.275,19800,199200,166000,240,Debt Consolidation,Urban,Postgraduate,Female,Private Sector,N
LP000280,28800,0,Employed,56,Single,0,636,0,0.343,17500,0,66000,240,Education,Urban,Graduate,Female,Private Sector,N
LP000281,38900,0,Employed,26,Married,1,662,1,0.38,20000,0,138000,120,Home Purchase,Urban,Postgraduate,Male,Self-Employed,N
LP000282,54000,16900,Business Owner,36,Married,0,746,0,0.405,48600,244800,306000,360,Business,Urban,High School,Female,MNC,Y
LP000283,94100,36700,Business Owner,54,Married,1,654,1,0.271,18000,0,457000,120,Home Purchase,Semiurban,High School,Male,Private Sector,N
LP000284,17300,28700,Employed,43,Married,1,553,0,0.348,7300,283500,189000,360,Business,Urban,Postgraduate,Male,Government,N
LP000285,130600,0,Employed,62,Married,0,771,0,0.416,34800,0,520000,240,Education,Semiurban,Graduate,Male,PSU,Y
LP000286,11300,0,Employed,44,Married,1,613,1,0.437,4600,0,29000,240,Debt Consolidation,Semiurban,Doctorate,Female,Government,N
LP000287,33200,18900,Business Owner,33,Married,0,675,2,0.314,6300,206400,172000,360,Home Purchase,Semiurban,Graduate,Male,MNC,Y
LP000288,51700,19900,Employed,38,Married,1,715,1,0.298,20800,169200,141000,120,Business,Rural,Postgraduate,Male,MNC,Y
LP000289,43000,13200,Employed,33,Divorced,1,695,3,0.339,23400,0,175000,360,Debt Consolidation,Urban,Graduate,Female,Private Sector,Y
LP000290,25000,0,Employed,57,Married,0,767,0,0.205,6300,0,55000,120,Home Improvement,Rural,Doctorate,Male,Private Sector,Y
LP000291,32100,24500,Employed,63,Single,2,718,1,0.301,11800,422000,211000,120,Home Improvement,Semiurban,Postgraduate,Female,MNC,Y
LP000292,27000,0,Employed,59,Single,2,611,1,0.394,8400,99600,83000,240,Home Purchase,Rural,Postgraduate,Male,Government,N
LP000293,25500,0,Business Owner,62,Married,0,850,3,0.384,12800,56000,70000,120,Business,Semiurban,Graduate,Female,Government,Y
LP000294,60500,14400,Employed,37,Single,0,695,0,0.293,32900,207600,173000,360,Home Purchase,Semiurban,Postgraduate,Female,MNC,Y
LP000295,45000,18000,Employed,35,Married,2,668,1,0.342,26200,226400,283000,240,Education,Rural,Postgraduate,Male,MNC,N
LP000296,24000,24400,Business Owner,38,Married,3,757,2,0.238,16600,66400,83000,120,Home Purchase,Rural,Postgraduate,Male,Private Sector,Y
LP000297,62300,0,Business Owner,43,Married,0,699,0,0.39,10100,122400,102000,120,Home Improvement,Urban,Graduate,Female,Private Sector,Y
LP000298,43700,0,Employed,50,Divorced,0,711,2,0.312,5400,141000,94000,360,Home Purchase,Urban,Graduate,Female,Private Sector,Y
LP000299,59100,13700,Employed,54,Married,0,850,0,0.292,59000,0,321000,360,Home Purchase,Semiurban,Graduate,Male,Government,Y
LP000300,53000,9800,Employed,24,Married,1,657,2,0.284,23500,418500,279000,240,Home Purchase,Rural,Graduate,Female,Private Sector,Y
LP000301,22100,0,Contract,23,Divorced,0,654,3,0.314,8300,0,77000,240,Home Improvement,Urban,Graduate,Male,Government,N
LP000302,25900,0,Employed,27,Married,0,689,1,0.275,27300,0,107000,360,Debt Consolidation,Semiurban,Graduate,Female,Private Sector,Y
LP000303,56900,0,Contract,38,Single,2,765,1,0.386,16100,0,122000,360,Education,Semiurban,Graduate,Female,Government,Y
LP000304,52400,37300,Self-Employed,62,Single,1,559,0,0.28,9900,0,396000,180,Home Purchase,Semiurban,Graduate,Female,Private Sector,N
LP000305,35900,0,Employed,27,Single,0,522,3,0.479,16500,138000,69000,360,Home Improvement,Semiurban,Graduate,Female,Government,N
LP000306,39000,0,Employed,60,Divorced,1,633,1,0.467,7800,84000,70000,360,Business,Semiurban,High School,Female,Private Sector,N
LP000307,78200,0,Employed,26,Divorced,1,549,0,0.231,9300,0,144000,360,Home Purchase,Rural,Graduate,Male,Private Sector,N
LP000308,25500,0,Employed,42,Married,0,646,1,0.327,15900,164000,82000,360,Debt Consolidation,Semiurban,Graduate,Female,Self-Employed,N
LP000309,50400,0,Employed,21,Single,0,720,1,0.255,10800,291000,194000,360,Debt Consolidation,Semiurban,Graduate,Female,Private Sector,Y
LP000310,32200,17400,Self-Employed,24,Married,2,608,0,0.287,23100,193500,129000,180,Home Purchase,Urban,Postgraduate,Female,MNC,N
LP000311,31900,0,Contract,63,Married,0,565,0,0.52,56100,282000,141000,360,Home Purchase,Semiurban,High School,Male,Self-Employed,N
LP000312,70200,10600,Employed,49,Married,2,685,0,0.289,8300,0,227000,240,Home Improvement,Urban,Graduate,Male,Government,Y
LP000313,59600,0,Self-Employed,41,Single,3,749,1,0.356,4400,174000,116000,360,Home Purchase,Urban,Graduate,Female,Self-Employed,Y
LP000314,59200,27100,Employed,46,Divorced,0,544,1,0.374,2400,300000,250000,120,Home Improvement,Semiurban,Doctorate,Female,Private Sector,N
LP000315,79500,21800,Employed,34,Single,0,745,1,0.22,14700,537000,358000,240,Education,Semiurban,Graduate,Male,Government,Y
LP000316,36800,11500,Employed,29,Married,1,745,2,0.234,9800,289500,193000,360,Debt Consolidation,Semiurban,Graduate,Male,Government,Y
LP000317,54700,11700,Self-Employed,32,Married,2,756,2,0.199,19900,152800,191000,360,Home Improvement,Urban,Graduate,Female,Private Sector,Y
LP000318,30100,0,Contract,62,Married,3,777,1,0.231,19200,148500,99000,120,Home Purchase,Semiurban,Graduate,Male,Private Sector,Y
LP000319,44100,0,Self-Employed,26,Single,2,850,0,0.05,5200,81600,102000,240,Business,Semiurban,Doctorate,Male,Private Sector,Y
LP000320,33600,41000,Employed,40,Single,0,651,1,0.374,3400,204800,256000,120,Home Purchase,Semiurban,Graduate,Male,MNC,N
LP000321,38500,11500,Employed,44,Married,2,688,1,0.525,19400,0,223000,360,Home Improvement,Urban,High School,Female,Self-Employed,Y
LP000322,51900,24800,Employed,47,Married,1,646,1,0.335,16000,252000,126000,360,Personal,Semiurban,Doctorate,Female,Private Sector,N
LP000323,22200,15300,Employed,58,Married,1,680,1,0.178,10800,124800,156000,120,Debt Consolidation,Rural,Postgraduate,Male,Private Sector,Y
LP000324,127400,24400,Business Owner,28,Married,0,802,1,0.256,4700,580800,484000,360,Home Improvement,Urban,Graduate,Female,Private Sector,Y
LP000325,19900,13700,Business Owner,21,Single,0,572,3,0.274,18600,60800,76000,360,Debt Consolidation,Urban,Graduate,Female,Government,N
LP000326,17500,0,Self-Employed,44,Married,2,611,0,0.218,37600,152000,76000,240,Home Purchase,Semiurban,Graduate,Male,MNC,N
LP000327,72800,18400,Employed,27,Married,1,790,1,0.406,22000,215200,269000,360,Business,Semiurban,Graduate,Male,Private Sector,Y
LP000328,58400,10900,Employed,39,Married,0,761,0,0.401,8600,259500,173000,240,Home Purchase,Semiurban,Postgraduate,Female,Private Sector,Y
LP000329,52800,0,Employed,42,Married,0,650,3,0.204,15000,162000,108000,360,Home Improvement,Semiurban,Graduate,Male,MNC,N
LP000330,52900,14000,Employed,55,Divorced,2,748,0,0.393,5600,178800,149000,240,Home Purchase,Urban,High School,Female,Self-Employed,Y
LP000331,36000,0,Employed,50,Married,2,707,0,0.473,36700,115200,144000,240,Business,Urban,Graduate,Male,Government,N
LP000332,21200,11000,Self-Employed,49,Married,0,800,0,0.51,19000,129600,108000,240,Home Purchase,Urban,Postgraduate,Male,Government,Y
LP000333,38000,0,Self-Employed,42,Married,0,685,1,0.607,3700,322000,161000,180,Debt Consolidation,Urban,High School,Female,Private Sector,Y
LP000334,24200,16400,Employed,31,Single,0,762,0,0.23,13300,133500,89000,360,Debt Consolidation,Semiurban,Graduate,Male,Private Sector,Y
LP000335,65200,60300,Employed,40,Single,3,850,1,0.602,27400,0,234000,240,Debt Consolidation,Urban,Graduate,Female,Private Sector,Y
LP000336,33200,0,Employed,49,Single,1,727,1,0.285,12400,75000,50000,240,Home Purchase,Rural,Graduate,Male,Private Sector,Y
LP000337,22100,17900,Employed,61,Married,1,683,0,0.261,12200,96800,121000,360,Debt Consolidation,Rural,Graduate,Male,Self-Employed,Y
LP000338,29900,15800,Business Owner,62,Married,1,737,0,0.353,6200,246000,205000,240,Home Purchase,Rural,Graduate,Male,Government,Y
LP000339,46500,18200,Employed,54,Married,0,650,2,0.262,22800,348000,232000,240,Debt Consolidation,Rural,Graduate,Male,Private Sector,N
LP000340,25900,0,Employed,21,Single,2,850,1,0.36,11300,0,63000,360,Home Purchase,Semiurban,Graduate,Male,Private Sector,Y
LP000341,22200,0,Employed,51,Married,1,694,2,0.188,2800,138000,92000,360,Debt Consolidation,Rural,Doctorate,Male,Private Sector,Y
LP000342,42000,0,Business Owner,50,Married,0,658,1,0.296,10900,193200,161000,180,Home Purchase,Urban,Graduate,Male,Government,N
LP000343,42100,25800,Employed,38,Single,0,613,0,0.449,29900,157500,105000,240,Personal,Urban,Graduate,Female,Private Sector,N
LP000344,26800,25800,Employed,37,Single,1,767,0,0.314,12500,0,208000,360,Debt Consolidation,Rural,Graduate,Male,Private Sector,Y
LP000345,27400,22500,Employed,58,Married,3,749,0,0.334,67000,144000,120000,240,Home Purchase,Urban,Graduate,Female,Government,Y
LP000346,41700,18200,Self-Employed,34,Married,0,640,2,0.368,20100,175500,117000,240,Debt Consolidation,Rural,Graduate,Male,Private Sector,Y
LP000347,15200,25200,Contract,43,Married,2,726,4,0.437,21200,0,88000,180,Business,Semiurban,High School,Male,Private Sector,Y
LP000348,15600,24200,Employed,45,Single,2,559,1,0.154,11200,0,116000,180,Home Purchase,Semiurban,Graduate,Female,Private Sector,N
LP000349,23600,0,Business Owner,35,Single,0,694,0,0.378,14600,130000,65000,360,Home Improvement,Urban,Graduate,Male,Private Sector,Y
LP000350,32000,13500,Contract,42,Married,0,716,0,0.293,12900,86400,108000,360,Debt Consolidation,Semiurban,Graduate,Male,Private Sector,Y
LP000351,43800,0,Business Owner,23,Married,0,816,0,0.337,14300,176000,88000,360,Home Purchase,Urban,Graduate,Male,Private Sector,Y
LP000352,88000,39100,Self-Employed,39,Single,2,618,1,0.426,21000,0,481000,360,Business,Rural,Graduate,Female,MNC,N
LP000353,60800,9700,Self-Employed,64,Single,0,577,0,0.201,6100,252000,315000,180,Home Purchase,Urban,Postgraduate,Female,MNC,N
LP000354,33000,8700,Employed,54,Married,0,608,3,0.219,5700,240000,160000,120,Home Purchase,Semiurban,Graduate,Male,Government,N
LP000355,35900,0,Self-Employed,55,Married,1,573,1,0.126,5200,103200,86000,360,Business,Urban,Graduate,Male,Self-Employed,Y
LP000356,19900,0,Employed,21,Married,2,786,3,0.265,89900,52800,44000,240,Home Improvement,Urban,Postgraduate,Female,Private Sector,Y
LP000357,35900,0,Self-Employed,41,Married,0,803,2,0.453,27300,92400,77000,240,Education,Semiurban,Graduate,Male,Self-Employed,Y
LP000358,30500,0,Employed,49,Single,1,705,2,0.308,20000,87000,58000,360,Home Improvement,Urban,Graduate,Male,Private Sector,Y
LP000359,44100,0,Self-Employed,26,Single,1,777,1,0.186,7400,0,139000,240,Home Improvement,Semiurban,Doctorate,Male,Private Sector,Y
LP000360,22100,38000,Business Owner,57,Single,1,690,1,0.271,25300,238800,199000,180,Business,Urban,Graduate,Male,Private Sector,Y
LP000361,49600,8100,Employed,21,Married,2,672,1,0.171,13600,0,209000,360,Home Purchase,Urban,Postgraduate,Male,Private Sector,Y
LP000362,91100,0,Business Owner,21,Single,0,653,1,0.207,17300,387600,323000,360,Business,Semiurban,Graduate,Female,PSU,Y
LP000363,34000,0,Employed,47,Married,2,655,1,0.359,6700,64800,81000,120,Home Improvement,Urban,Graduate,Male,Private Sector,N
LP000364,46200,0,Business Owner,41,Married,2,556,4,0.203,14100,92000,115000,360,Home Purchase,Urban,Graduate,Male,Private Sector,N
LP000365,54900,16500,Employed,36,Married,1,701,2,0.431,11100,303600,253000,240,Debt Consolidation,Rural,Graduate,Female,Private Sector,Y
LP000366,28500,41400,Employed,64,Married,2,676,2,0.313,8200,0,178000,240,Home Purchase,Urban,Graduate,Male,Private Sector,Y
LP000367,41500,18200,Business Owner,60,Single,1,739,2,0.329,29600,0,128000,360,Home Improvement,Urban,Graduate,Male,Private Sector,Y
LP000368,36600,20200,Employed,46,Married,0,687,0,0.292,4500,178800,149000,360,Debt Consolidation,Urban,High School,Male,Private Sector,Y
LP000369,38500,9600,Business Owner,36,Married,2,666,0,0.397,23300,133200,111000,180,Personal,Semiurban,Postgraduate,Female,Private Sector,N
LP000370,22800,13300,Employed,48,Married,1,610,1,0.398,23500,96000,64000,180,Home Purchase,Semiurban,Graduate,Male,Self-Employed,N
LP000371,36900,0,Employed,21,Married,1,685,1,0.354,7500,176400,147000,120,Home Improvement,Urban,Postgraduate,Male,Private Sector,Y
LP000372,49000,15400,Employed,56,Married,0,739,2,0.376,8500,0,261000,240,Home Purchase,Rural,High School,Female,Private Sector,Y
LP000373,86700,0,Employed,30,Married,3,588,1,0.299,11000,224400,187000,120,Home Improvement,Urban,Postgraduate,Female,Government,N
LP000374,64600,23800,Employed,63,Single,1,686,1,0.374,19100,0,150000,240,Home Improvement,Semiurban,Graduate,Female,PSU,N
LP000375,132200,0,Employed,37,Married,0,698,1,0.286,13800,736500,491000,120,Home Improvement,Urban,High School,Male,Private Sector,Y
LP000376,22900,20400,Employed,43,Married,1,622,0,0.32,19600,184000,92000,240,Business,Semiurban,Graduate,Male,Private Sector,N
LP000377,61300,23100,Employed,27,Married,2,632,1,0.293,57700,271200,226000,120,Business,Rural,Graduate,Male,PSU,N
LP000378,40500,31900,Contract,64,Single,2,698,2,0.274,10400,147600,123000,360,Home Purchase,Semiurban,Graduate,Male,Private Sector,Y
LP000379,135100,39700,Contract,27,Married,1,589,0,0.251,3300,0,381000,180,Home Purchase,Rural,High School,Female,Government,N
LP000380,22400,0,Employed,64,Married,2,707,1,0.367,30500,104400,87000,240,Home Improvement,Urban,High School,Male,Private Sector,Y
LP000381,21900,0,Self-Employed,35,Married,0,608,1,0.451,52000,129000,86000,360,Debt Consolidation,Urban,High School,Female,Self-Employed,N
LP000382,25300,0,Employed,54,Married,1,765,0,0.437,23300,0,54000,360,Home Purchase,Urban,Graduate,Male,PSU,Y
LP000383,10200,0,Self-Employed,24,Married,2,850,0,0.194,7900,20800,26000,180,Debt Consolidation,Urban,High School,Male,MNC,Y
LP000384,26500,22800,Business Owner,34,Single,2,611,4,0.449,12300,112800,94000,120,Debt Consolidation,Urban,Graduate,Female,Private Sector,N
LP000385,23000,0,Contract,34,Married,2,722,1,0.288,6600,48000,40000,360,Home Purchase,Urban,Graduate,Male,Private Sector,Y
LP000386,39700,17400,Employed,36,Married,2,621,0,0.38,23100,204800,256000,240,Business,Semiurban,Graduate,Female,Private Sector,N
LP000387,44600,15400,Self-Employed,27,Single,0,763,0,0.229,5800,416000,208000,360,Debt Consolidation,Urban,Graduate,Female,Self-Employed,Y
LP000388,111900,19500,Employed,52,Single,2,578,1,0.334,10100,0,411000,240,Home Purchase,Urban,Postgraduate,Male,Self-Employed,N
LP000389,64200,0,Unemployed,39,Married,0,718,1,0.351,7200,195200,244000,240,Home Purchase,Urban,Graduate,Male,Private Sector,Y
LP000390,25700,51300,Employed,22,Married,0,610,1,0.172,15000,372000,310000,240,Business,Rural,High School,Male,MNC,N
LP000391,21200,8100,Self-Employed,30,Married,0,663,0,0.381,11000,0,115000,360,Personal,Urban,Graduate,Female,Private Sector,N
LP000392,48800,19800,Self-Employed,37,Married,1,597,2,0.455,15300,127200,106000,360,Home Improvement,Semiurban,Graduate,Male,Private Sector,N
LP000393,16400,49600,Self-Employed,57,Single,0,745,1,0.303,16900,0,136000,120,Home Purchase,Semiurban,High School,Female,Government,Y
LP000394,109000,18100,Employed,32,Single,0,613,0,0.456,6200,0,440000,240,Education,Semiurban,Graduate,Male,Private Sector,N
LP000395,73700,0,Contract,26,Divorced,0,724,1,0.301,26600,0,194000,120,Home Improvement,Urban,Postgraduate,Female,Private Sector,Y
LP000396,27400,15100,Employed,42,Married,0,652,1,0.405,14000,378000,189000,240,Business,Urban,Postgraduate,Female,Private Sector,N
LP000397,13000,0,Self-Employed,52,Married,1,670,2,0.098,6800,54000,45000,360,Business,Semiurban,Graduate,Male,MNC,Y
LP000398,81800,0,Employed,61,Married,1,691,3,0.562,92400,535500,357000,240,Home Purchase,Urban,Postgraduate,Male,Self-Employed,Y
LP000399,33900,0,Employed,40,Single,0,619,0,0.47,20200,56800,71000,360,Debt Consolidation,Urban,Graduate,Male,PSU,N
LP000400,76300,0,Employed,21,Married,2,696,2,0.292,13700,374400,312000,360,Home Purchase,Urban,High School,Male,MNC,Y
LP000401,14000,0,Employed,26,Married,2,802,2,0.123,55400,40800,34000,360,Home Purchase,Rural,Graduate,Male,Government,Y
LP000402,25300,0,Employed,39,Single,2,617,3,0.349,60000,226000,113000,360,Business,Semiurban,Graduate,Male,Private Sector,N
